text,label,type,topic
"Subiect: Informare: Sesizare tentativă de phishing (De la: securitate.IT@compania.com) Stimați colegi, Am detectat o tentativă de phishing care implică cereri urgente de transfer bancar, pretinzând a veni de la conducere. Vă rugăm să fiți vigilenți și să raportați orice email sau SMS suspect.",0,email,CEO urgent wire transfer
"Reamintim: Orice transfer peste 5.000 EUR necesită două aprobări interne și verificare telefonică cu expeditorul cererii, indiferent de sursă.",0,sms,CEO urgent wire transfer
"Subiect: Notă Internă: Propunere de plată către X (De la: [Nume CEO]@compania.com) Echipa, Vă rog să evaluați propunerea de plată pentru consultanța juridică de la X. Valoarea este de 30.000 EUR. Aștept o analiză de risc și o propunere de aprobare până la sfârșitul lunii. Mulțumesc.",0,email,CEO urgent wire transfer
Verificați întotdeauna adresa de email a expeditorului pentru orice cerere financiară sensibilă. Evitați clicurile pe linkuri din surse necunoscute.,0,sms,CEO urgent wire transfer
"Subiect: Actualizare Contacte și Proceduri Financiare (De la: HR@compania.com) Buna ziua, Vă informăm că lista de contacte a departamentului financiar a fost actualizată. De asemenea, puteți găsi cele mai recente proceduri privind plățile și transferurile pe portalul HR.",0,email,CEO urgent wire transfer
Nu uitați să utilizați întotdeauna sistemul nostru intern de gestionare a plăților pentru toate tranzacțiile.,0,sms,CEO urgent wire transfer
"Subiect: Confirmare întâlnire departament financiar (De la: [Nume CEO]@compania.com) Bună ziua, Aș dori să confirm întâlnirea noastră de marți, ora 10:00, pentru a discuta bugetul trimestrial și a revizui proiecțiile de cheltuieli. Nu există o cerere de transfer urgentă la acest moment.",0,email,CEO urgent wire transfer
"Subiect: URGENT: FELICITARI! AI CÂȘTIGAT MILIOANE LA LOTERIE! Stimate Câștigător, Suntem încântați să vă anunțăm că ați fost selectat ca marele câștigător al loteriei noastre internaționale! Suma de 2.5 milioane EUR vă așteaptă! Pentru a vă revendica premiul acționați ACUM! Termen limită 24 de ore. Click aici: hxxps://revinzdaloteria.com/claim-now. Este necesar sa confirmați datele bancare. Nu ratați șansa vieții!",1,email,lottery winner
Notificare: Numerele loteriei de azi au fost extrase. Verificati biletul pe site-ul oficial loto.ro sau la agentiile partenere. Mult succes tuturor!,0,sms,lottery winner
FELICITARI! Ai castigat 1.000.000 euro! Revendica premiul aici in 5min: bit.ly/premiulTau. Altfel se pierde DEFINITIV. Actioneaza acum!,1,sms,lottery winner
"Subiect: Informații privind extragerea loteriei naționale. Stimate participant, Vă scriem pentru a vă informa despre rezultatele recentei extrageri la loto. Puteți verifica numerele câștigătoare și rezultatele complete pe site-ul nostru oficial: www.loteria-romana.ro. Dacă ați câștigat, vă rugăm să consultați secțiunea ""Cum revendici un premiu"" de pe site pentru procedura exactă. Felicitări tuturor câștigătorilor! Cu respect, Loteria Română.",0,email,lottery winner
"Subiect: Confirmare Premiu - Detalii Necesare Grabnic! Dragă participant, ai fost extras la tragerea noastra anuala. Felicitari, ai castigat un premiu substantial! Te rugam sa confirmi identitatea si sa completezi formularul nostru SECURIZAT de pe www.lottery-winner-confirm.net/verify in urmatoarele 12 ore pentru a evita anularea premiului. Echipa Noastra de Suport.",1,email,lottery winner
"Loteria X: Daca ati cumparat un bilet pentru extragerea din 15.10.2023, va rugam sa pastrati biletul. Toate rezultatele sunt publicate pe site-ul nostru oficial.",0,sms,lottery winner
ULTIMA ANUNTARE: Premiul tau de loterie de 500.000 EUR expira astazi! Trimite-ne datele tale bancare la acest nr. sau viziteaza link.urg.com/final pentru a evita pierderea ireversibila.,1,sms,lottery winner
"Subiect: Notificare de câștig - Proces de verificare a identității. Stimate domn/doamnă, Suntem bucuroși să vă anunțăm că biletul dvs. de loterie (Numărul Biletului: XXXXXXXX) a fost extras la loteria Y. Pentru a începe procesul de revendicare a premiului, vă rugăm să ne contactați la numărul nostru de telefon oficial +40-7XX-XXXXXX sau să programați o vizită la sediul nostru pentru verificarea identității. Nu solicităm niciodată date bancare sau plăți în avans prin e-mail. Cu stimă, Departamentul Câștigători, Loteria Z.",0,email,lottery winner
Subiect: INFORMATIE IMPORTANTA: Premiul tau te asteapta! Salut! Am încercat să te contactăm. Ai câstigat la o loterie speciala 500.000$. Trebuie doar sa achiti o mica taxa de procesare de 150$ prin linkdepaypal.biz/taxa si premiul e al tau imediat! Foarte urgent!,1,email,lottery winner
Ati jucat la Loto 6/49? Rezultatele extragerii din seara aceasta sunt disponibile pe loto.ro/rezultate. Verificati-va biletul cu atentie.,0,sms,lottery winner
Urgent! Ai un premiu FABULOS de la loterie! Dati click pe tinyurl.com/castigul_tau pt. detalii. Valid doar azi! Nu mai astepta!,1,sms,lottery winner
"Subiect: Ghid pentru Câștigători Loteria Fortuna. Bună ziua, Sperăm că acest e-mail vă găsește bine. Acest mesaj este un ghid informativ pentru potențialii câștigători ai Loteriei Fortuna. În cazul unui câștig, veți fi contactat de un reprezentant oficial. Procedura standard include verificarea biletului original și a identității personale. Orice informație oficială va proveni exclusiv de pe domeniul loteria-oficiala.com.",0,email,lottery winner
"Subiect: Re: Confirmarea Premiului Dvs. BUNA! Felicitari, contul dvs. a fost selectat pentru un premiu de 750.000€! Vă rugăm să ne contactați IMEDIAT la premiul.tau@serviciulclienti-reali.com și să ne furnizați informațiile dvs. personale complete, inclusiv CNP și cont bancar.",1,email,lottery winner
"Pentru a verifica statusul biletului dvs. de loterie sau rezultatele extragerilor, va rugam sa utilizati aplicatia oficiala a Loteriei Nationale sau sa vizitati loterianationala.ro.",0,sms,lottery winner
"Ai castigat! Suma mare de bani asteapta. Trimite ""DA"" la 1234 sau click pe shorturl.at/lot_win pentru a revendica! Nu pierde timpul!",1,sms,lottery winner
"Subiect: Informații Generale despre Loteriile Transnaționale. Stimate utilizator, Vă informăm că participarea la loteriile transnaționale implică procese specifice de verificare și identificare a câștigătorilor. Toate comunicările oficiale se fac prin canale sigure și necesită prezența fizică sau documente legalizate. Nu oferim premii prin SMS sau linkuri directe pentru revendicare. Pentru mai multe detalii, vizitați www.loteriainternationala.org.",0,email,lottery winner
"Subiect: ATENTIE: Recompensa Dvs. De Loteria Internationala Expira in Curand! Stimati Domni/Doamne, În urma extragerii loto globale, numele dumneavoastră a fost selectat! Suma de 1.250.000 USD vă aparține. Revendicați-o înainte de miezul nopții! Vizitați official-lottery-claim-portal.info/urgent si completati formularul.",1,email,lottery winner
Memento: Extragerea saptamanala Loteria Bunastarii va avea loc Vineri la ora 18:00. Mult succes tuturor participantilor!,0,sms,lottery winner
